ID	COUNTRY	BASE_URL	PRODUCT_URL	LOG_CHANNEL
1	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HHZVZ3N/?1	-1001155626176
2	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HLZXHZY/?1	-1001155626176
3	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HM4M621/?1	-1001155626176
4	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HM4V2DH/?1	-1001155626176
5	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HN37VQK/?1	-1001155626176
6	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08HN4DSTC/?1	-1001155626176
7	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08JCKYYL8/?1	-1001155626176
8	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08JCVWTQY/?1	-1001155626176
9	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08K3PDL9K/?1	-1001155626176
10	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KHL21CV/?1	-1001155626176
11	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KHL2J5X/?1	-1001155626176
12	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08KWLMZV4/?1	-1001155626176
13	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08L6PCZTR/?1	-1001155626176
14	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LBVNKT1/?1	-1001155626176
15	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LDS72P2/?1	-1001155626176
16	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LLG9KQT/?1	-1001155626176
17	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNPPCWJ/?1	-1001155626176
18	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNQTSCT/?1	-1001155626176
19	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08LNWPYRS/?1	-1001155626176
20	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08M13DXSZ/?1	-1001155626176
21	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08MKSYYZ4/?1	-1001155626176
22	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08MWS59K8/?1	-1001155626176
23	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NT9WQBG/?1	-1001155626176
24	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW2X37Z/?1	-1001155626176
25	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW2YJB2/?1	-1001155626176
26	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW32F74/?1	-1001155626176
27	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NW528S1/?1	-1001155626176
28	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08NZ4G4T2/?1	-1001155626176
29	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P2D3JSG/?1	-1001155626176
30	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P37HYZM/?1	-1001155626176
31	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P3BJ9Y8/?1	-1001155626176
32	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08P7ZKQPP/?1	-1001155626176
33	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08PC6N5LB/?1	-1001155626176
34	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08QZP2RRS/?1	-1001155626176
35	TR	https://www.amazon.com.tr	https://www.amazon.com.tr/dp/B08R427DMQ/?1	-1001155626176
